PROVINCE,DISTRICT,TEHSIL,TEHSILCODE,UCNAME,UC_UR,UCNumber,UCCODE,LATITUDE,LONGITUDE,NUMBEROFVILLAGES,VILLAGENUMBER,VILLAGECODE,VILLAGENAME
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,SARBAND,Rural,6,173616,33.9399217,71.4825517,4,4,1736164,WALI ABAD
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,SARBAND,Rural,6,173616,33.9399217,71.4825517,4,3,1736163,SARBAND 2
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,SARBAND,Rural,6,173616,33.9399217,71.4825517,4,2,1736162,SARBAND 1
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,SARBAND,Rural,6,173616,33.9399217,71.4825517,4,1,1736161,PISHTAKHARA BALA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,SHEIKH MUHAMMADI,Rural,7,173617,33.93192672,71.51750822,1,1,1736171,SHEIKH MUHAMMADI
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,SULIMAN KHEL,Rural,8,173618,33.9237947,71.506538,3,3,1736183,SULIMAN KHEL
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,SULIMAN KHEL,Rural,8,173618,33.9237947,71.506538,3,2,1736182,SHAHAB KHEL
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,SULIMAN KHEL,Rural,8,173618,33.9237947,71.506538,3,1,1736181,GARHI MALI KHEL
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,2 VC SARBAND-2,Rural,9,173519,0,0,1,1,1735191,2 VC SARBAND-2
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,3 VC WALI ABAD,Rural,10,1735110,0,0,1,1,17351101,3 VC WALI ABAD
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,4 VC PISHTAKHARA BALA,Rural,11,1735111,0,0,1,1,17351111,4 VC PISHTAKHARA BALA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,6 VC GARHI SIKANDAR KHAN,Rural,12,1735112,0,0,1,1,17351121,6 VC GARHI SIKANDAR KHAN
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,7 VC SHAHEED ABAD,Rural,13,1735113,0,0,1,1,17351131,7 VC SHAHEED ABAD
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,8 VC LANDI AKHON AHMAD,Rural,14,1735114,0,0,1,1,17351141,8 VC LANDI AKHON AHMAD
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,9 VC  LANDI BALA,Rural,15,1735115,0,0,1,1,17351151,9 VC  LANDI BALA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,10 VC SANGU,Rural,16,1735116,0,0,1,1,17351161,10 VC SANGU
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,11 VC SHEIKHAN BALA,Rural,17,1735117,0,0,1,1,17351171,11 VC SHEIKHAN BALA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,12 VC SHEIKHAN PAYAN,Rural,18,1735118,0,0,1,1,17351181,12 VC SHEIKHAN PAYAN
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,13 VC MUSHTAR ZAI,Rural,19,1735119,0,0,1,1,17351191,13 VC MUSHTAR ZAI
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,14 VC GHARI MALI KHEL,Rural,20,1735120,0,0,1,1,17351201,14 VC GHARI MALI KHEL
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,15 VC SHAHAB KHEL,Rural,21,1735121,0,0,1,1,17351211,15 VC SHAHAB KHEL
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,18 VC SHEIKH MUHAMMADI-2,Rural,22,1735122,0,0,1,1,17351221,18 VC SHEIKH MUHAMMADI-2
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,19 VC ALI ZAI,Rural,23,1735123,0,0,1,1,17351231,19 VC ALI ZAI
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,20 VC UTMAN ZAI,Rural,24,1735124,0,0,1,1,17351241,20 VC UTMAN ZAI
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,21 VC BAZID KHEL (KANDI MALAKANAN),Rural,25,1735125,0,0,1,1,17351251,21 VC BAZID KHEL (KANDI MALAKANAN)
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,22 VC AHMAD KHEL,Rural,26,1735126,0,0,1,1,17351261,22 VC AHMAD KHEL
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,23 VC SCHEME CHOWK,Rural,27,1735127,0,0,1,1,17351271,23 VC SCHEME CHOWK
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,24 VC BEHLUL ZAI,Rural,28,1735128,0,0,1,1,17351281,24 VC BEHLUL ZAI
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,25 VC MASHOGAGGAR-1,Rural,29,1735129,0,0,1,1,17351291,25 VC MASHOGAGGAR-1
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,26 VC MASHOGAGGAR-2,Rural,30,1735130,0,0,1,1,17351301,26 VC MASHOGAGGAR-2
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,27 VC MERA MASHOGAGGAR-1,Rural,31,1735131,0,0,1,1,17351311,27 VC MERA MASHOGAGGAR-1
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,28 VC MERA MASHOGAGGAR-2,Rural,32,1735132,0,0,1,1,17351321,28 VC MERA MASHOGAGGAR-2
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,29 VC MERA MASHOGAGGAR-3,Rural,33,1735133,0,0,1,1,17351331,29 VC MERA MASHOGAGGAR-3
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,30 VC KARA KHEL,Rural,34,1735134,0,0,1,1,17351341,30 VC KARA KHEL
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,31 VC MASHO KHEL,Rural,35,1735135,0,0,1,1,17351351,31 VC MASHO KHEL
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,33 VC ACHINI BALA-2,Rural,36,1735136,0,0,1,1,17351361,33 VC ACHINI BALA-2
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,34 NC KHYBER,Rural,37,1735237,0,0,1,1,17352371,34 NC KHYBER
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,35 NC UMER FAROOQ,Rural,38,1735238,0,0,1,1,17352381,35 NC UMER FAROOQ
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,PISHTA KHARA TEHSIL,1736,36 VC HAJI BANDA,Rural,39,1735139,0,0,1,1,17351391,36 VC HAJI BANDA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,GULBELLA,Rural,1,173711,34.119614,71.651653,11,11,17371111,MANDAUNA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,GULBELLA,Rural,1,173711,34.119614,71.651653,11,10,17371110,KOICHAN GULBELLA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,GULBELLA,Rural,1,173711,34.119614,71.651653,11,9,1737119,KARARAI
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,GULBELLA,Rural,1,173711,34.119614,71.651653,11,8,1737118,GULBELLA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,GULBELLA,Rural,1,173711,34.119614,71.651653,11,7,1737117,GHARI SHARIF KHAN
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,GULBELLA,Rural,1,173711,34.119614,71.651653,11,6,1737116,GHARI KARIM DAD
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,GULBELLA,Rural,1,173711,34.119614,71.651653,11,5,1737115,GHARI GULA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,GULBELLA,Rural,1,173711,34.119614,71.651653,11,4,1737114,ESSAKHEL HAMEED
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,GULBELLA,Rural,1,173711,34.119614,71.651653,11,3,1737113,DAB
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,GULBELLA,Rural,1,173711,34.119614,71.651653,11,2,1737112,BUNYADI
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,GULBELLA,Rural,1,173711,34.119614,71.651653,11,1,1737111,BADEEN
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,KHATKI,Rural,2,173712,34.143721,71.577479,5,5,1737125,SHAGI BALA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,KHATKI,Rural,2,173712,34.143721,71.577479,5,4,1737124,NIAMI
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,KHATKI,Rural,2,173712,34.143721,71.577479,5,3,1737123,KHATTKI
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,KHATKI,Rural,2,173712,34.143721,71.577479,5,2,1737122,BHATTYAN
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,KHATKI,Rural,2,173712,34.143721,71.577479,5,1,1737121,BELA BARAMAD KHEL
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,LARAMA,Urban,3,173723,34.061931,71.5830639,4,4,1737234,TAUHEED ABAD
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,LARAMA,Urban,3,173723,34.061931,71.5830639,4,3,1737233,LARAMA II
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,LARAMA,Urban,3,173723,34.061931,71.5830639,4,2,1737232,LARAMA I
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,LARAMA,Urban,3,173723,34.061931,71.5830639,4,1,1737231,GHARI BALOCH
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,NAHAQI,Rural,4,173714,34.082573,71.675887,5,5,1737145,SHAKAR PURA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,NAHAQI,Rural,4,173714,34.082573,71.675887,5,4,1737144,MIAN GUJAR
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,NAHAQI,Rural,4,173714,34.082573,71.675887,5,3,1737143,JALA BELA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,NAHAQI,Rural,4,173714,34.082573,71.675887,5,2,1737142,GARHI HAMZA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,NAHAQI,Rural,4,173714,34.082573,71.675887,5,1,1737141,DAMAN AFGHANI
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,PAJAGGI,Rural,5,173715,34.0586009,71.5426402,10,10,17371510,YAQOOB KHEL
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,PAJAGGI,Rural,5,173715,34.0586009,71.5426402,10,9,1737159,SUFAID MASJID MUHALLA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,PAJAGGI,Rural,5,173715,34.0586009,71.5426402,10,8,1737158,SHARBAT KHAN QILLA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,PAJAGGI,Rural,5,173715,34.0586009,71.5426402,10,7,1737157,SARWAR KANDAY
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,PAJAGGI,Rural,5,173715,34.0586009,71.5426402,10,6,1737156,SARDAR KANDAY
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,PAJAGGI,Rural,5,173715,34.0586009,71.5426402,10,5,1737155,REHMAN KANDAY
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,PAJAGGI,Rural,5,173715,34.0586009,71.5426402,10,4,1737154,RAZA KHAN KANDAY
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,PAJAGGI,Rural,5,173715,34.0586009,71.5426402,10,3,1737153,KHAN KHEL
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,PAJAGGI,Rural,5,173715,34.0586009,71.5426402,10,2,1737152,KAJOORO MUHALLA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,PAJAGGI,Rural,5,173715,34.0586009,71.5426402,10,1,1737151,DARZYAN MUHALLA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,TAKHT ABAD,Rural,6,173716,34.106889,71.573226,12,12,17371612,TAKHT ABAD
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,TAKHT ABAD,Rural,6,173716,34.106889,71.573226,12,11,17371611,TAKHT ABAD
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,TAKHT ABAD,Rural,6,173716,34.106889,71.573226,12,10,17371610,SHAH ALAM
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,TAKHT ABAD,Rural,6,173716,34.106889,71.573226,12,9,1737169,SHAH ALAM
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,TAKHT ABAD,Rural,6,173716,34.106889,71.573226,12,8,1737168,MEWRA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,TAKHT ABAD,Rural,6,173716,34.106889,71.573226,12,7,1737167,MEWRA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,TAKHT ABAD,Rural,6,173716,34.106889,71.573226,12,6,1737166,JATTI PAYAN
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,TAKHT ABAD,Rural,6,173716,34.106889,71.573226,12,5,1737165,JATTI PAYAN
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,TAKHT ABAD,Rural,6,173716,34.106889,71.573226,12,4,1737164,JATTI BALA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,TAKHT ABAD,Rural,6,173716,34.106889,71.573226,12,3,1737163,JATTI BALA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,TAKHT ABAD,Rural,6,173716,34.106889,71.573226,12,2,1737162,BABUZAI
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,TAKHT ABAD,Rural,6,173716,34.106889,71.573226,12,1,1737161,BABU ZAI
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,1 VC JATTI BALA,Rural,7,173717,0,0,1,1,1735171,1 VC JATTI BALA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,3 VC AHADI PURA,Rural,8,173718,0,0,1,1,1735181,3 VC AHADI PURA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,4 VC DEH FAQIR GARHI FAZIL,Rural,9,173719,0,0,1,1,1735191,4 VC DEH FAQIR GARHI FAZIL
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,5 VC ISSA KHEL TOPCHIAN,Rural,10,1737110,0,0,1,1,17351101,5 VC ISSA KHEL TOPCHIAN
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,6 VC MANDRA KHEL,Rural,11,1737111,0,0,1,1,17351111,6 VC MANDRA KHEL
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,8 VC MAQSOOD ABAD,Rural,12,1737112,0,0,1,1,17351121,8 VC MAQSOOD ABAD
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,9 VC BUNYADI,Rural,13,1737113,0,0,1,1,17351131,9 VC BUNYADI
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,10 VC ESSA KHEL HAMEED,Rural,14,1737114,0,0,1,1,17351141,10 VC ESSA KHEL HAMEED
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,11 VC KARIRI,Rural,15,1737115,0,0,1,1,17351151,11 VC KARIRI
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,13 VC KOCHIAN,Rural,16,1737116,0,0,1,1,17351161,13 VC KOCHIAN
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,14 VC BABU ZAI,Rural,17,1737117,0,0,1,1,17351171,14 VC BABU ZAI
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,15 VC JATTI PAYAN,Rural,18,1737118,0,0,1,1,17351181,15 VC JATTI PAYAN
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,16 VC MEWRA,Rural,19,1737119,0,0,1,1,17351191,16 VC MEWRA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,17 VC SHAH ALAM/GOHI,Rural,20,1737120,0,0,1,1,17351201,17 VC SHAH ALAM/GOHI
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,19 VC SHAKAR PURA,Rural,21,1737121,0,0,1,1,17351211,19 VC SHAKAR PURA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,20 VC MIAN GUJAR,Rural,22,1737122,0,0,1,1,17351221,20 VC MIAN GUJAR
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,21 VC JALA BELA,Rural,23,1737123,0,0,1,1,17351231,21 VC JALA BELA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,22 VC DAMAN AFGHANI,Rural,24,1737124,0,0,1,1,17351241,22 VC DAMAN AFGHANI
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,23 VC BUDHO SAMAR BAGH,Rural,25,1737125,0,0,1,1,17351251,23 VC BUDHO SAMAR BAGH
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,24 VC DAMAN HINDKI,Rural,26,1737126,0,0,1,1,17351261,24 VC DAMAN HINDKI
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,25 VC FATU ABDUR RAHIMA-1,Rural,27,1737127,0,0,1,1,17351271,25 VC FATU ABDUR RAHIMA-1
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,26 VC FATU ABDUR RAHIMA-2,Rural,28,1737128,0,0,1,1,17351281,26 VC FATU ABDUR RAHIMA-2
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,27 VC KANKOLA,Rural,29,1737129,0,0,1,1,17351291,27 VC KANKOLA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,28 VC KUKAR,Rural,30,1737130,0,0,1,1,17351301,28 VC KUKAR
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,29 VC TODA,Rural,31,1737131,0,0,1,1,17351311,29 VC TODA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,30 VC WAHID GARIH,Rural,32,1737132,0,0,1,1,17351321,30 VC WAHID GARIH
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,31 VC KHAZANA BALA,Rural,33,1737133,0,0,1,1,17351331,31 VC KHAZANA BALA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,32 VC KHAZANA PAYAN,Rural,34,1737134,0,0,1,1,17351341,32 VC KHAZANA PAYAN
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,33 VC AHMAD ABAD,Rural,35,1737135,0,0,1,1,17351351,33 VC AHMAD ABAD
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,34 VC NASAPA BALA,Rural,36,1737136,0,0,1,1,17351361,34 VC NASAPA BALA
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,35 VC HARYANA PAYAN,Rural,37,1737137,0,0,1,1,17351371,35 VC HARYANA PAYAN
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,36 VC NASAPA PAYAN,Rural,38,1737138,0,0,1,1,17351381,36 VC NASAPA PAYAN
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,37 VC RAM KISHAN MUSLIM ABAD,Rural,39,1737139,0,0,1,1,17351391,37 VC RAM KISHAN MUSLIM ABAD
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,38 VC SAIBAB,Rural,40,1737140,0,0,1,1,17351401,38 VC SAIBAB
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,39 VC TAUHEED ABAD,Rural,41,1737141,0,0,1,1,17351411,39 VC TAUHEED ABAD
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,40 VC LARAMA-2,Rural,42,1737142,0,0,1,1,17351421,40 VC LARAMA-2
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,42 NC IBRAHIM ABD,Rural,43,1737143,0,0,1,1,17352431,42 NC IBRAHIM ABD
KHYBER PAKHTUNKHWA,PESHAWAR DISTRICT,SHAH ALAM TEHSIL,1737,43 NC HABIB ABAD/BAGH COLONY,Rural,44,1737144,0,0,1,1,17352441,43 NC HABIB ABAD/BAGH COLONY
KHYBER PAKHTUNKHWA,SHANGLA DISTRICT,ALPURI TEHSIL,1551,ALPURI,Rural,1,155111,34.9035754,72.6239717,4,4,1551114,WAHAB KHEL KOTKAY
KHYBER PAKHTUNKHWA,SHANGLA DISTRICT,ALPURI TEHSIL,1551,ALPURI,Rural,1,155111,34.9035754,72.6239717,4,3,1551113,GANDAW
KHYBER PAKHTUNKHWA,SHANGLA DISTRICT,ALPURI TEHSIL,1551,ALPURI,Rural,1,155111,34.9035754,72.6239717,4,2,1551112,BASI
KHYBER PAKHTUNKHWA,SHANGLA DISTRICT,ALPURI TEHSIL,1551,ALPURI,Rural,1,155111,34.9035754,72.6239717,4,1,1551111,ALPURI
KHYBER PAKHTUNKHWA,SHANGLA DISTRICT,ALPURI TEHSIL,1551,DAMORAI,Rural,2,155112,34.9970304,72.7502987,3,3,1551123,KARSHAT
KHYBER PAKHTUNKHWA,SHANGLA DISTRICT,ALPURI TEHSIL,1551,DAMORAI,Rural,2,155112,34.9970304,72.7502987,3,2,1551122,FAIZDARA SURBANR
KHYBER PAKHTUNKHWA,SHANGLA DISTRICT,ALPURI TEHSIL,1551,DAMORAI,Rural,2,155112,34.9970304,72.7502987,3,1,1551121,DAMORAI
KHYBER PAKHTUNKHWA,SHANGLA DISTRICT,ALPURI TEHSIL,1551,DEHRAI,Rural,3,155113,34.874331,72.7120711,4,4,1551134,ZARA
KHYBER PAKHTUNKHWA,SHANGLA DISTRICT,ALPURI TEHSIL,1551,DEHRAI,Rural,3,155113,34.874331,72.7120711,4,3,1551133,DEHRAI
KHYBER PAKHTUNKHWA,SHANGLA DISTRICT,ALPURI TEHSIL,1551,DEHRAI,Rural,3,155113,34.874331,72.7120711,4,2,1551132,DAWLAT KALY
KHYBER PAKHTUNKHWA,SHANGLA DISTRICT,ALPURI TEHSIL,1551,DEHRAI,Rural,3,155113,34.874331,72.7120711,4,1,1551131,BANR
KHYBER PAKHTUNKHWA,SHANGLA DISTRICT,ALPURI TEHSIL,1551,KUZ KANA,Rural,4,155114,34.8891609,72.7625561,2,2,1551142,SERI KANA
KHYBER PAKHTUNKHWA,SHANGLA DISTRICT,ALPURI TEHSIL,1551,KUZ KANA,Rural,4,155114,34.8891609,72.7625561,2,1,1551141,KUZ KANA
KHYBER PAKHTUNKHWA,SHANGLA DISTRICT,ALPURI TEHSIL,1551,LILOWANI,Rural,5,155115,34.951513,72.6468351,7,7,1551157,SHESHAN
KHYBER PAKHTUNKHWA,SHANGLA DISTRICT,ALPURI TEHSIL,1551,LILOWANI,Rural,5,155115,34.951513,72.6468351,7,6,1551156,NAWE KALAY BIAGALAI
KHYBER PAKHTUNKHWA,SHANGLA DISTRICT,ALPURI TEHSIL,1551,LILOWANI,Rural,5,155115,34.951513,72.6468351,7,5,1551155,MANAGAY
KHYBER PAKHTUNKHWA,SHANGLA DISTRICT,ALPURI TEHSIL,1551,LILOWANI,Rural,5,155115,34.951513,72.6468351,7,4,1551154,LILOWANI KALAY
KHYBER PAKHTUNKHWA,SHANGLA DISTRICT,ALPURI TEHSIL,1551,LILOWANI,Rural,5,155115,34.951513,72.6468351,7,3,1551153,KHWAR KALAY
